head	relation	tail
diagnosis_1370	treatment	rx_29
rx_29	treatment_code	TREATTX-0016-00002
diagnosis_1370	disease	disease_69
disease_69	main_category	감염
diagnosis_1370	memo	memo_2739
diagnosis_1370	symptom	cc132
diagnosis_1370	symptom	cc515
diagnosis_1370	symptom	cc516
diagnosis_1371	pet_number	pet_156-5406
pet_156-5406	species	Canine
pet_156-5406	breed	spitz
pet_156-5406	gender	gender_4
diagnosis_1371	age_group	superaged
diagnosis_1371	age	age_13
diagnosis_1371	weight	weight_97
diagnosis_1371	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_1371	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_1371	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_1371	treatment	rx_58
rx_58	treatment_code	TREATTX-0005-00010
diagnosis_1371	treatment	rx_59
rx_59	treatment_code	EAE006
diagnosis_1371	treatment	rx_57
rx_57	treatment_code	TREATTX-0002-00040
diagnosis_1371	treatment	rx_144
rx_144	treatment_code	TREATTX-0000-00429
diagnosis_1371	treatment	rx_76
rx_76	treatment_code	EAE010
diagnosis_1371	disease	disease_34
disease_34	main_category	신경계
diagnosis_1371	memo	memo_2741
diagnosis_1371	symptom	cc93
diagnosis_1371	symptom	cc94
diagnosis_1371	symptom	cc167
diagnosis_1372	pet_number	pet_156-3146
pet_156-3146	species	Canine
pet_156-3146	breed	Yorkshire Terrier
pet_156-3146	gender	gender_3
diagnosis_1372	age_group	superaged
diagnosis_1372	age	age_16
diagnosis_1372	weight	weight_16
diagnosis_1372	treatment	rx_142
rx_142	treatment_code	JA007
diagnosis_1372	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_1372	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_1372	treatment	rx_77
rx_77	treatment_code	TREATTX-0005-00022
diagnosis_1372	treatment	rx_166
rx_166	treatment_code	TREATTX-0000-00171
diagnosis_1372	treatment	rx_102
rx_102	treatment_code	TREATTX-0009-00002
diagnosis_1372	treatment	rx_20
rx_20	treatment_code	TREATTX-0000-00031
diagnosis_1372	treatment	rx_126
rx_126	treatment_code	TREATTX-0000-00172
diagnosis_1372	treatment	rx_202
rx_202	treatment_code	JA005
diagnosis_1372	treatment	rx_347
rx_347	treatment_code	TREATTX-0009-00003
diagnosis_1372	disease	disease_2
diagnosis_1372	memo	memo_2743
diagnosis_1372	symptom	disease_176
diagnosis_1373	pet_number	pet_156-5676
pet_156-5676	species	Canine
pet_156-5676	breed	Cocker Spaniel
pet_156-5676	gender	gender_4
diagnosis_1373	age_group	superaged
diagnosis_1373	age	age_15
diagnosis_1373	weight	weight_175
diagnosis_1373	treatment	rx_102
rx_102	treatment_code	TREATTX-0009-00002
diagnosis_1373	treatment	rx_330
rx_330	treatment_code	TREATTX-0000-00214
diagnosis_1373	treatment	rx_348
rx_348	treatment_code	DC001
diagnosis_1373	treatment	rx_149
rx_149	treatment_code	TREATTX-0000-00398
diagnosis_1373	disease	disease_2
diagnosis_1373	memo	memo_2745
diagnosis_1373	symptom	cc294
diagnosis_1373	symptom	cc517
diagnosis_1374	pet_number	pet_156-5677
pet_156-5677	species	Canine
pet_156-5677	breed	Cardigan Welsh Corgi
pet_156-5677	gender	gender_4
diagnosis_1374	age_group	old-age
diagnosis_1374	age	age_10
diagnosis_1374	weight	weight_87
diagnosis_1374	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_1374	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_1374	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_1374	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_1374	treatment	rx_161
rx_161	treatment_code	TREATTX-0000-00091
diagnosis_1374	treatment	rx_349
rx_349	treatment_code	TREATTX-0000-00487
diagnosis_1374	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_1374	treatment	rx_172
rx_172	treatment_code	TREATTX-0000-00339
diagnosis_1374	treatment	rx_202
rx_202	treatment_code	JA005
diagnosis_1374	disease	disease_11
disease_11	main_category	소화기
diagnosis_1374	disease	disease_157
diagnosis_1374	disease	cc92
diagnosis_1374	memo	memo_2747
diagnosis_1375	pet_number	pet_156-4952
pet_156-4952	species	Canine
pet_156-4952	breed	Mixed
pet_156-4952	gender	gender_1
diagnosis_1375	age_group	adult
diagnosis_1375	age	age_6
diagnosis_1375	weight	weight_51
diagnosis_1375	prescription	rx_3
rx_3	prescription_code	ANI060
diagnosis_1375	prescription	rx_4
rx_4	prescription_code	DIG022
diagnosis_1375	prescription	rx_12
rx_12	prescription_code	LIV006
diagnosis_1375	prescription	rx_16
rx_16	prescription_code	IMM002
diagnosis_1375	disease	disease_2
diagnosis_1375	memo	memo_2749
diagnosis_1375	symptom	cc78
diagnosis_1376	pet_number	pet_156-5200
pet_156-5200	species	Canine
pet_156-5200	breed	Maltese
pet_156-5200	gender	gender_3
diagnosis_1376	age_group	old-age
diagnosis_1376	age	age_10
diagnosis_1376	weight	weight_3
diagnosis_1376	prescription	rx_38
rx_38	prescription_code	8806649000324
diagnosis_1376	disease	disease_178
disease_178	main_category	호흡기
diagnosis_1376	disease	disease_116
diagnosis_1376	disease	disease_13
diagnosis_1376	memo	memo_2751
diagnosis_1377	pet_number	pet_156-4658
pet_156-4658	species	Canine
pet_156-4658	breed	Yorkshire Terrier
pet_156-4658	gender	gender_4
diagnosis_1377	age_group	old-age
diagnosis_1377	age	age_12
diagnosis_1377	weight	weight_55
diagnosis_1377	prescription	rx_22
rx_22	prescription_code	8800553000111
diagnosis_1377	disease	disease_177
diagnosis_1377	memo	memo_2753
diagnosis_1377	symptom	cc507
diagnosis_1378	pet_number	pet_156-5569
pet_156-5569	species	Canine
pet_156-5569	breed	Golden Retriever
pet_156-5569	gender	gender_1
diagnosis_1378	age_group	adult
diagnosis_1378	age	age_6
diagnosis_1378	weight	weight_192
diagnosis_1378	prescription	rx_22
rx_22	prescription_code	8800553000111
diagnosis_1378	disease	disease_179
diagnosis_1378	disease	disease_27
diagnosis_1378	disease	disease_36
diagnosis_1378	memo	memo_2755
diagnosis_1378	symptom	cc351
diagnosis_1379	pet_number	pet_156-5715
pet_156-5715	species	Canine
pet_156-5715	breed	WHIPPET(휘핏)
pet_156-5715	gender	gender_3
diagnosis_1379	age_group	adult
diagnosis_1379	age	age_4
diagnosis_1379	weight	weight_157
diagnosis_1379	prescription	rx_24
rx_24	prescription_code	8806453048321
diagnosis_1379	prescription	rx_30
rx_30	prescription_code	8806498019126
diagnosis_1379	disease	disease_180
diagnosis_1379	disease	disease_181
diagnosis_1379	disease	disease_14
diagnosis_1379	memo	memo_2757
diagnosis_1379	symptom	cc518
diagnosis_1379	symptom	cc413
diagnosis_1380	pet_number	pet_156-5676
pet_156-5676	species	Canine
pet_156-5676	breed	Cocker Spaniel
pet_156-5676	gender	gender_4
diagnosis_1380	age_group	superaged
diagnosis_1380	age	age_15
diagnosis_1380	weight	weight_175
diagnosis_1380	prescription	rx_35
rx_35	prescription_code	8806498062429
diagnosis_1380	disease	disease_182
diagnosis_1380	disease	cc92
diagnosis_1380	memo	memo_2759
diagnosis_1380	symptom	cc517
diagnosis_1381	pet_number	pet_156-5677
pet_156-5677	species	Canine
pet_156-5677	breed	Cardigan Welsh Corgi
pet_156-5677	gender	gender_4
diagnosis_1381	age_group	old-age
diagnosis_1381	age	age_10
diagnosis_1381	weight	weight_87
diagnosis_1381	treatment	rx_102
rx_102	treatment_code	TREATTX-0009-00002
diagnosis_1381	disease	disease_139
disease_139	main_category	일반
diagnosis_1381	disease	cc92
diagnosis_1381	disease	disease_116
diagnosis_1381	memo	memo_2761
diagnosis_1382	pet_number	pet_156-5715
pet_156-5715	species	Canine
pet_156-5715	breed	WHIPPET(휘핏)
pet_156-5715	gender	gender_3
diagnosis_1382	age_group	adult
diagnosis_1382	age	age_4
diagnosis_1382	weight	weight_157
diagnosis_1382	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_1382	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_1382	treatment	rx_20
rx_20	treatment_code	TREATTX-0000-00031
diagnosis_1382	treatment	rx_142
rx_142	treatment_code	JA007
diagnosis_1382	treatment	rx_102
rx_102	treatment_code	TREATTX-0009-00002
diagnosis_1382	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_1382	treatment	rx_166
rx_166	treatment_code	TREATTX-0000-00171
diagnosis_1382	disease	disease_26
disease_26	main_category	소화기
diagnosis_1382	disease	disease_183
diagnosis_1382	memo	memo_2763
diagnosis_1382	symptom	disease_134
diagnosis_1383	pet_number	pet_156-4658
pet_156-4658	species	Canine
pet_156-4658	breed	Yorkshire Terrier
pet_156-4658	gender	gender_4
diagnosis_1383	age_group	old-age
diagnosis_1383	age	age_12
diagnosis_1383	weight	weight_55
diagnosis_1383	treatment	rx_85
rx_85	treatment_code	DC003
diagnosis_1383	treatment	rx_89
rx_89	treatment_code	FA006
diagnosis_1383	treatment	rx_181
rx_181	treatment_code	TREATTX-0000-00056
diagnosis_1383	treatment	rx_289
rx_289	treatment_code	TREATTX-0000-00382
diagnosis_1383	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_1383	disease	disease_177
diagnosis_1383	memo	memo_2765
diagnosis_1383	symptom	cc507
diagnosis_1384	pet_number	pet_156-5716
pet_156-5716	species	Canine
pet_156-5716	breed	Labrador Retriever
pet_156-5716	gender	gender_1
diagnosis_1384	age_group	adult
diagnosis_1384	age	age_5
diagnosis_1384	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_1384	disease	disease_2
diagnosis_1384	memo	memo_2767
diagnosis_1385	pet_number	pet_156-5638
pet_156-5638	species	Canine
pet_156-5638	breed	Jindo Dog
pet_156-5638	gender	gender_2
diagnosis_1385	age_group	adult
diagnosis_1385	age	age_3
diagnosis_1385	weight	weight_165
diagnosis_1385	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_1385	treatment	rx_28
rx_28	treatment_code	TREATTX-0002-00015
diagnosis_1385	disease	disease_2
diagnosis_1385	memo	memo_2769
diagnosis_1385	symptom	cc77
diagnosis_1386	pet_number	pet_156-5614
pet_156-5614	species	Canine
pet_156-5614	breed	Border Collie
pet_156-5614	gender	gender_2
diagnosis_1386	age_group	old-age
diagnosis_1386	age	age_9
diagnosis_1386	weight	weight_164
diagnosis_1386	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_1386	treatment	rx_85
rx_85	treatment_code	DC003
diagnosis_1386	treatment	rx_350
rx_350	treatment_code	TREATTX-0000-00403
diagnosis_1386	treatment	rx_28
rx_28	treatment_code	TREATTX-0002-00015
diagnosis_1386	treatment	rx_301
rx_301	treatment_code	TREATTX-0000-00049
diagnosis_1386	treatment	rx_351
rx_351	treatment_code	TREATTX-0000-00050
diagnosis_1386	disease	disease_69
disease_69	main_category	감염
diagnosis_1386	disease	disease_14
diagnosis_1386	memo	memo_2771
diagnosis_1386	symptom	cc519
diagnosis_1387	pet_number	pet_156-5676
pet_156-5676	species	Canine
pet_156-5676	breed	Cocker Spaniel
pet_156-5676	gender	gender_4
diagnosis_1387	age_group	superaged
diagnosis_1387	age	age_15
diagnosis_1387	weight	weight_175
diagnosis_1387	disease	disease_2
diagnosis_1387	memo	memo_2773
diagnosis_1387	symptom	cc294
diagnosis_1388	pet_number	pet_156-1909
pet_156-1909	species	Canine
pet_156-1909	breed	Shih Tzu
pet_156-1909	gender	gender_4
diagnosis_1388	age_group	superaged
diagnosis_1388	age	age_15
diagnosis_1388	weight	weight_7
diagnosis_1388	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_1388	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_1388	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_1388	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_1388	disease	disease_2
diagnosis_1388	memo	memo_2775
diagnosis_1388	symptom	cc520
diagnosis_1389	pet_number	pet_156-5676
pet_156-5676	species	Canine
pet_156-5676	breed	Cocker Spaniel
pet_156-5676	gender	gender_4
diagnosis_1389	age_group	superaged
diagnosis_1389	age	age_15
diagnosis_1389	weight	weight_175
diagnosis_1389	treatment	rx_102
rx_102	treatment_code	TREATTX-0009-00002
diagnosis_1389	treatment	rx_166
rx_166	treatment_code	TREATTX-0000-00171
diagnosis_1389	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_1389	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_1389	treatment	rx_117
rx_117	treatment_code	JA006
diagnosis_1389	disease	disease_182
diagnosis_1389	memo	memo_2777
diagnosis_1389	symptom	cc294
diagnosis_1389	symptom	cc517
diagnosis_1390	pet_number	pet_156-3146
pet_156-3146	species	Canine
pet_156-3146	breed	Yorkshire Terrier
pet_156-3146	gender	gender_3
diagnosis_1390	age_group	superaged
diagnosis_1390	age	age_16
diagnosis_1390	weight	weight_35
diagnosis_1390	treatment	rx_102
rx_102	treatment_code	TREATTX-0009-00002
diagnosis_1390	treatment	rx_126
rx_126	treatment_code	TREATTX-0000-00172
diagnosis_1390	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_1390	treatment	rx_77
rx_77	treatment_code	TREATTX-0005-00022
diagnosis_1390	treatment	rx_202
rx_202	treatment_code	JA005
diagnosis_1390	treatment	rx_347
rx_347	treatment_code	TREATTX-0009-00003
diagnosis_1390	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_1390	disease	disease_2
diagnosis_1390	memo	memo_2779
diagnosis_1390	symptom	disease_176
diagnosis_1391	pet_number	pet_156-4377
pet_156-4377	species	Canine
pet_156-4377	breed	Shih Tzu
pet_156-4377	gender	gender_4
diagnosis_1391	age_group	superaged
diagnosis_1391	age	age_15
diagnosis_1391	weight	weight_154
diagnosis_1391	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_1391	treatment	rx_258
rx_258	treatment_code	IA001
diagnosis_1391	disease	disease_15
disease_15	main_category	소화기
diagnosis_1391	disease	disease_56
diagnosis_1391	memo	memo_2781
diagnosis_1391	symptom	cc409
diagnosis_1392	pet_number	pet_156-5485
pet_156-5485	species	Canine
pet_156-5485	breed	Shetland Sheepdog
pet_156-5485	gender	gender_1
diagnosis_1392	age_group	old-age
diagnosis_1392	age	age_12
diagnosis_1392	weight	weight_189
diagnosis_1392	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_1392	treatment	rx_322
rx_322	treatment_code	EF001
diagnosis_1392	treatment	rx_320
rx_320	treatment_code	TREATTX-0005-00016
diagnosis_1392	treatment	rx_32
rx_32	treatment_code	EH002
diagnosis_1392	treatment	rx_40
rx_40	treatment_code	TREATTX-0013-00001
diagnosis_1392	treatment	rx_39
rx_39	treatment_code	TREATTX-0000-00298
diagnosis_1392	treatment	rx_100
rx_100	treatment_code	EA018
diagnosis_1392	treatment	rx_41
rx_41	treatment_code	TREATTX-0000-00297
diagnosis_1392	disease	disease_0
disease_0	main_category	피부
diagnosis_1392	disease	disease_36
diagnosis_1392	disease	disease_27
diagnosis_1392	disease	disease_21
diagnosis_1392	disease	disease_184
diagnosis_1392	memo	memo_2783
diagnosis_1392	symptom	cc0
diagnosis_1393	pet_number	pet_156-5630
pet_156-5630	species	Canine
pet_156-5630	breed	Golden Retriever
pet_156-5630	gender	gender_3
diagnosis_1393	age_group	old-age
diagnosis_1393	age	age_8
diagnosis_1393	weight	weight_12
diagnosis_1393	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_1393	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_1393	treatment	rx_191
rx_191	treatment_code	TREATTX-0000-00289
diagnosis_1393	treatment	rx_244
rx_244	treatment_code	TREATTX-0000-00463
diagnosis_1393	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_1393	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_1393	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_1393	disease	disease_2
diagnosis_1393	memo	memo_2785
diagnosis_1393	symptom	cc439
diagnosis_1394	pet_number	pet_156-5676
pet_156-5676	species	Canine
pet_156-5676	breed	Cocker Spaniel
pet_156-5676	gender	gender_4
diagnosis_1394	age_group	superaged
diagnosis_1394	age	age_15
diagnosis_1394	weight	weight_175
diagnosis_1394	disease	disease_2
diagnosis_1394	memo	memo_2787
diagnosis_1395	pet_number	pet_156-5719
pet_156-5719	species	Canine
pet_156-5719	breed	Shih Tzu
pet_156-5719	gender	gender_4
diagnosis_1395	age_group	old-age
diagnosis_1395	age	age_12
diagnosis_1395	disease	disease_2
diagnosis_1395	memo	memo_2789
diagnosis_1395	symptom	cc111
diagnosis_1396	pet_number	pet_156-4635
pet_156-4635	species	Canine
pet_156-4635	breed	Pomeranian
pet_156-4635	gender	gender_4
diagnosis_1396	age_group	old-age
diagnosis_1396	age	age_11
diagnosis_1396	weight	weight_8
diagnosis_1396	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_1396	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_1396	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_1396	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_1396	treatment	rx_56
rx_56	treatment_code	EF009
diagnosis_1396	treatment	rx_74
rx_74	treatment_code	TXTEMP0019
diagnosis_1396	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_1396	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_1396	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_1396	disease	disease_30
disease_30	main_category	호흡기
diagnosis_1396	memo	memo_2791
diagnosis_1396	symptom	cc275
diagnosis_1397	pet_number	pet_156-5715
pet_156-5715	species	Canine
pet_156-5715	breed	WHIPPET(휘핏)
pet_156-5715	gender	gender_3
diagnosis_1397	age_group	adult
diagnosis_1397	age	age_4
diagnosis_1397	weight	weight_157
diagnosis_1397	treatment	rx_142
rx_142	treatment_code	JA007
diagnosis_1397	treatment	rx_102
rx_102	treatment_code	TREATTX-0009-00002
diagnosis_1397	treatment	rx_166
rx_166	treatment_code	TREATTX-0000-00171
diagnosis_1397	treatment	rx_240
rx_240	treatment_code	EB005
diagnosis_1397	treatment	rx_97
rx_97	treatment_code	EB007
diagnosis_1397	treatment	rx_347
rx_347	treatment_code	TREATTX-0009-00003
diagnosis_1397	treatment	rx_40
rx_40	treatment_code	TREATTX-0013-00001
diagnosis_1397	treatment	rx_352
rx_352	treatment_code	EAF001
diagnosis_1397	treatment	rx_20
rx_20	treatment_code	TREATTX-0000-00031
diagnosis_1397	treatment	rx_353
rx_353	treatment_code	DD005
diagnosis_1397	treatment	rx_354
rx_354	treatment_code	TREATTX-0000-00013
diagnosis_1397	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_1397	treatment	rx_254
rx_254	treatment_code	IB003
diagnosis_1397	disease	disease_26
disease_26	main_category	소화기
diagnosis_1397	memo	memo_2793
diagnosis_1397	symptom	cc518
diagnosis_1397	symptom	cc413
diagnosis_1398	pet_number	pet_156-5677
pet_156-5677	species	Canine
pet_156-5677	breed	Cardigan Welsh Corgi
pet_156-5677	gender	gender_4
diagnosis_1398	age_group	old-age
diagnosis_1398	age	age_10
diagnosis_1398	weight	weight_87
diagnosis_1398	treatment	rx_128
rx_128	treatment_code	TREATTX-0010-00011
diagnosis_1398	treatment	rx_117
rx_117	treatment_code	JA006
diagnosis_1398	treatment	rx_300
rx_300	treatment_code	TREATTX-0000-00332
diagnosis_1398	treatment	rx_28
rx_28	treatment_code	TREATTX-0002-00015
diagnosis_1398	treatment	rx_21
rx_21	treatment_code	TREATTX-0000-00395
diagnosis_1398	treatment	rx_237
rx_237	treatment_code	TREATTX-0000-00458
diagnosis_1398	treatment	rx_166
rx_166	treatment_code	TREATTX-0000-00171
diagnosis_1398	treatment	rx_126
rx_126	treatment_code	TREATTX-0000-00172
diagnosis_1398	treatment	rx_240
rx_240	treatment_code	EB005
diagnosis_1398	disease	disease_139
disease_139	main_category	일반
diagnosis_1398	disease	disease_13
diagnosis_1398	disease	cc92
diagnosis_1398	disease	disease_116
diagnosis_1398	memo	memo_2795
diagnosis_1399	pet_number	pet_156-5712
pet_156-5712	species	Canine
pet_156-5712	gender	gender_4
diagnosis_1399	age_group	old-age
diagnosis_1399	age	age_12
diagnosis_1399	weight	weight_55
diagnosis_1399	disease	disease_2
diagnosis_1399	memo	memo_2797
diagnosis_1399	symptom	cc507
diagnosis_1400	pet_number	pet_156-3146
pet_156-3146	species	Canine
pet_156-3146	breed	Yorkshire Terrier
pet_156-3146	gender	gender_3
diagnosis_1400	age_group	superaged
diagnosis_1400	age	age_16
diagnosis_1400	weight	weight_35
diagnosis_1400	disease	disease_2
diagnosis_1400	memo	memo_2799
diagnosis_1400	symptom	cc225
diagnosis_1401	pet_number	pet_156-5715
pet_156-5715	species	Canine
pet_156-5715	breed	WHIPPET(휘핏)
pet_156-5715	gender	gender_3
diagnosis_1401	age_group	adult
diagnosis_1401	age	age_4
diagnosis_1401	weight	weight_157
diagnosis_1401	treatment	rx_102
rx_102	treatment_code	TREATTX-0009-00002
diagnosis_1401	treatment	rx_166
rx_166	treatment_code	TREATTX-0000-00171
diagnosis_1401	treatment	rx_347
rx_347	treatment_code	TREATTX-0009-00003
diagnosis_1401	treatment	rx_20
rx_20	treatment_code	TREATTX-0000-00031
diagnosis_1401	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_1401	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_1401	treatment	rx_117
rx_117	treatment_code	JA006
diagnosis_1401	treatment	rx_164
rx_164	treatment_code	TREATTX-0000-00334
diagnosis_1401	treatment	rx_353
rx_353	treatment_code	DD005
diagnosis_1401	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_1401	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_1401	treatment	rx_355
rx_355	treatment_code	TREATTX-0000-00046
diagnosis_1401	treatment	rx_354
rx_354	treatment_code	TREATTX-0000-00013
diagnosis_1401	disease	disease_180
diagnosis_1401	disease	disease_181
diagnosis_1401	disease	disease_14
diagnosis_1401	memo	memo_2801
diagnosis_1401	symptom	cc518
diagnosis_1401	symptom	cc413
diagnosis_1402	pet_number	pet_156-5676
pet_156-5676	species	Canine
pet_156-5676	breed	Cocker Spaniel
pet_156-5676	gender	gender_4
diagnosis_1402	age_group	superaged
diagnosis_1402	age	age_15
diagnosis_1402	weight	weight_175
diagnosis_1402	disease	disease_2
diagnosis_1402	memo	memo_2803
diagnosis_1403	pet_number	pet_156-4952
pet_156-4952	species	Canine
pet_156-4952	breed	Mixed
pet_156-4952	gender	gender_1
diagnosis_1403	age_group	adult
diagnosis_1403	age	age_6
diagnosis_1403	weight	weight_51
diagnosis_1403	treatment	rx_9
rx_9	treatment_code	TREATTX-0000-00409
diagnosis_1403	treatment	rx_106
rx_106	treatment_code	TREATTX-0002-00016
diagnosis_1403	treatment	rx_43
rx_43	treatment_code	TREATTX-0000-00249
diagnosis_1403	disease	disease_2
diagnosis_1403	memo	memo_2805
diagnosis_1403	symptom	cc78
diagnosis_1404	pet_number	pet_156-5641
pet_156-5641	species	Canine
pet_156-5641	breed	Maltese
pet_156-5641	gender	gender_4
diagnosis_1404	age_group	old-age
diagnosis_1404	age	age_10
diagnosis_1404	weight	weight_34
diagnosis_1404	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_1404	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_1404	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_1404	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_1404	treatment	rx_25
rx_25	treatment_code	TREATTX-0000-00434
diagnosis_1404	treatment	rx_314
rx_314	treatment_code	TREATTX-0000-00310
diagnosis_1404	disease	disease_38
disease_38	main_category	종양
diagnosis_1404	memo	memo_2807
diagnosis_1404	symptom	cc521
diagnosis_1405	pet_number	pet_156-5200
pet_156-5200	species	Canine
pet_156-5200	breed	Maltese
pet_156-5200	gender	gender_3
diagnosis_1405	age_group	old-age
diagnosis_1405	age	age_10
diagnosis_1405	weight	weight_3
diagnosis_1405	treatment	rx_73
rx_73	treatment_code	TREATTX-0000-00441
diagnosis_1405	disease	disease_178
disease_178	main_category	호흡기
diagnosis_1405	disease	disease_13
diagnosis_1405	disease	disease_116
diagnosis_1405	memo	memo_2809
diagnosis_1406	pet_number	pet_156-4658
pet_156-4658	species	Canine
pet_156-4658	breed	Yorkshire Terrier
pet_156-4658	gender	gender_4
diagnosis_1406	age_group	old-age
diagnosis_1406	age	age_12
diagnosis_1406	weight	weight_55
diagnosis_1406	disease	disease_37
disease_37	main_category	내분비
diagnosis_1406	memo	memo_2811
diagnosis_1406	symptom	cc507
diagnosis_1407	pet_number	pet_156-5721
pet_156-5721	species	Canine
pet_156-5721	breed	Maltese
pet_156-5721	gender	gender_3
diagnosis_1407	age_group	superaged
diagnosis_1407	age	age_16
diagnosis_1407	weight	weight_76
diagnosis_1407	treatment	rx_29
rx_29	treatment_code	TREATTX-0016-00002
diagnosis_1407	disease	disease_2
diagnosis_1407	memo	memo_2813
diagnosis_1407	symptom	cc522
diagnosis_1408	pet_number	pet_156-5688
pet_156-5688	species	Canine
pet_156-5688	breed	Shih Tzu
pet_156-5688	gender	gender_4
diagnosis_1408	age_group	superaged
diagnosis_1408	age	age_14
diagnosis_1408	weight	weight_80
diagnosis_1408	disease	disease_2
diagnosis_1408	memo	memo_2815
diagnosis_1408	symptom	cc523
diagnosis_1409	pet_number	pet_156-4940
pet_156-4940	species	Canine
pet_156-4940	breed	Poodle
pet_156-4940	gender	gender_2
diagnosis_1409	age_group	old-age
diagnosis_1409	age	age_12
diagnosis_1409	weight	weight_58
diagnosis_1409	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_1409	treatment	rx_14
rx_14	treatment_code	EA020
diagnosis_1409	treatment	rx_15
rx_15	treatment_code	TREATTX-0025-00001
diagnosis_1409	disease	disease_2
diagnosis_1409	memo	memo_2817
diagnosis_1409	symptom	cc247
diagnosis_1410	pet_number	pet_156-5676
pet_156-5676	species	Canine
pet_156-5676	breed	Cocker Spaniel
pet_156-5676	gender	gender_4
diagnosis_1410	age_group	superaged
diagnosis_1410	age	age_15
diagnosis_1410	weight	weight_175
diagnosis_1410	treatment	rx_102
rx_102	treatment_code	TREATTX-0009-00002
diagnosis_1410	treatment	rx_166
rx_166	treatment_code	TREATTX-0000-00171
diagnosis_1410	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_1410	treatment	rx_295
rx_295	treatment_code	TREATTX-0000-00233
diagnosis_1410	treatment	rx_21
rx_21	treatment_code	TREATTX-0000-00395
diagnosis_1410	treatment	rx_280
rx_280	treatment_code	JA008
diagnosis_1410	disease	disease_3
disease_3	main_category	일반
diagnosis_1410	memo	memo_2819
diagnosis_1410	symptom	cc517
diagnosis_1410	symptom	cc524
diagnosis_1411	pet_number	pet_156-3146
pet_156-3146	species	Canine
pet_156-3146	breed	Yorkshire Terrier
pet_156-3146	gender	gender_3
diagnosis_1411	age_group	superaged
diagnosis_1411	age	age_16
diagnosis_1411	weight	weight_55
diagnosis_1411	prescription	rx_29
rx_29	prescription_code	8806578015017
diagnosis_1411	disease	disease_182
diagnosis_1411	memo	memo_2821
diagnosis_1411	symptom	disease_176
diagnosis_1412	pet_number	pet_156-4488
pet_156-4488	species	Canine
